analysis_split,freshness_bin,metric,n,median,p90,p95,p99,minimum,maximum,p99_support_status
ALL_DESCRIPTIVE,12-18 h,abs_delta_k_orbit_hz_per_s,362,3.4395382077778427,17.044453280139777,28.503761903953464,39.010084493475716,0.0117834058909861,2105.987569359408,REPORTED
ALL_DESCRIPTIVE,12-18 h,score_orbit_hz,362,27.4535773058174,245.94070341523215,341.89837531921063,828.992982984816,0.0908698757244255,3431.4131984012497,REPORTED
ALL_DESCRIPTIVE,12-18 h,explained_fraction,362,0.9966813127388262,0.9999129892161693,0.9999677472111728,0.9999946346252524,0.981966114784519,0.9999972412659554,REPORTED
ALL_DESCRIPTIVE,18-24 h,raw_rms_hz,359,1083.0926617257508,4096.297769888756,6331.210181299237,12511.359539971103,1.233589561664564,32208.9439061369,REPORTED
ALL_DESCRIPTIVE,18-24 h,abs_delta_b_orbit_hz,359,1031.148880880387,4085.36794293513,6326.124352104913,12477.834608486402,0.3295240245881627,32198.69273057531,REPORTED
ALL_DESCRIPTIVE,18-24 h,abs_delta_k_orbit_hz_per_s,359,5.1960983382274994,25.110935467841585,30.713210501355643,46.367258248815894,0.0202582318463814,188.87126298689583,REPORTED
ALL_DESCRIPTIVE,18-24 h,score_orbit_hz,359,17.798049967250915,141.07029926424408,449.3592137687376,723.5940322846878,0.0971494766686976,1069.0414680750057,REPORTED
ALL_DESCRIPTIVE,18-24 h,explained_fraction,359,0.9996377423146756,0.9999886843050084,0.999995708889476,0.9999972775884474,0.9766063184480936,0.999997494189804,REPORTED
ALL_DESCRIPTIVE,24-36 h,raw_rms_hz,300,1765.1161731261072,6175.916557261502,9145.182011345525,135778.07717105866,16.534237112277754,218393.6504883894,REPORTED
ALL_DESCRIPTIVE,24-36 h,abs_delta_b_orbit_hz,300,1753.6076056058287,6142.745563826014,9114.151958875198,135251.5967028242,16.46079888891001,212834.03001088,REPORTED
ALL_DESCRIPTIVE,24-36 h,abs_delta_k_orbit_hz_per_s,300,6.587976931365704,36.5459723662019,47.95118906542592,674.217529652002,0.0001003551836219,2779.144363332918,REPORTED
ALL_DESCRIPTIVE,24-36 h,score_orbit_hz,300,25.362041234603446,297.34804667639924,600.4143921800735,1468.304988684412,0.0545007087798379,3045.9295523309534,REPORTED
ALL_DESCRIPTIVE,24-36 h,explained_fraction,300,0.9994004483133643,0.999975064816588,0.9999939938256411,0.9999971357129953,0.976719366603562,0.9999973270186056,REPORTED
